,tad,lambdan,p-value,n,max.lambdan
765,chr17:46100000-46700000,-0.583333333,0.559668927,12,2.200367576
775,chr17:45150000-45720000,-0.583333333,0.559668927,12,1.791500521
788,chr17:6360000-6910000,-0.583333333,0.559668927,12,1.800184527
859,chr18:44740000-45280000,-0.583333333,0.559668927,12,1.713987286
1103,chr1:43970000-44510000,-0.583333333,0.559668927,12,1.88372625
1112,chr1:99600000-100160000,-0.583333333,0.559668927,12,1.859425752
1117,chr1:24970000-25550000,-0.583333333,0.559668927,12,1.761291951
1124,chr1:242620000-243190000,-0.583333333,0.559668927,12,1.983574901
1202,chr20:20030000-20590000,-0.583333333,0.559668927,12,1.751741792
1226,chr20:8780000-9330000,-0.583333333,0.559668927,12,1.71603697
1246,chr21:18750000-19330000,-0.583333333,0.559668927,12,1.769771029
1257,chr21:37780000-38310000,-0.583333333,0.559668927,12,1.775593062
1264,chr21:36810000-37400000,-0.583333333,0.559668927,12,1.722621801
1335,chrX:10140000-10680000,-0.583333333,0.559668927,12,1.740853216
1362,chrX:12950000-13510000,-0.583333333,0.559668927,12,1.950522723
1370,chrX:38520000-39100000,-0.583333333,0.559668927,12,2.017377176
1373,chrX:55740000-56270000,-0.583333333,0.559668927,12,1.628090069
1381,chrX:13520000-14060000,-0.583333333,0.559668927,12,1.690939615
1385,chrX:18410000-18980000,-0.583333333,0.559668927,12,1.714205952
1457,chr2:149860000-150430000,-0.583333333,0.559668927,12,1.719432926
1486,chr2:173010000-173580000,-0.583333333,0.559668927,12,1.979185302
1538,chr2:30390000-30920000,-0.583333333,0.559668927,12,1.799376761
1611,chr2:133390000-133930000,-0.583333333,0.559668927,12,1.721034563
1617,chr2:235480000-236010000,-0.583333333,0.559668927,12,1.770635601
1674,chr3:182560000-183140000,-0.583333333,0.559668927,12,1.847104128
1804,chr3:127790000-128320000,-0.583333333,0.559668927,12,1.874857321
1905,chr4:112990000-113530000,-0.583333333,0.559668927,12,2.032626872
1922,chr4:139930000-140470000,-0.583333333,0.559668927,12,2.099302383
1945,chr4:102080000-102650000,-0.583333333,0.559668927,12,1.696295466
1948,chr4:78880000-79450000,-0.583333333,0.559668927,12,1.653090767
1956,chr4:152660000-153240000,-0.583333333,0.559668927,12,1.938784267
2102,chr5:4870000-5420000,-0.583333333,0.559668927,12,1.753459392
2108,chr5:35060000-35610000,-0.583333333,0.559668927,12,1.723287564
2121,chr5:55560000-56130000,-0.583333333,0.559668927,12,1.948476072
2202,chr6:73310000-73860000,-0.583333333,0.559668927,12,1.772725013
2211,chr6:129100000-129690000,-0.583333333,0.559668927,12,1.756287824
2325,chr7:101330000-101900000,-0.583333333,0.559668927,12,1.757572687
2500,chr8:112950000-113550000,-0.583333333,0.559668927,12,1.728783737
2557,chr8:71040000-71580000,-0.583333333,0.559668927,12,1.733421377
2579,chr8:137190000-137730000,-0.583333333,0.559668927,12,1.780156471
2588,chr8:128750000-129350000,-0.583333333,0.559668927,12,1.729526308
2651,chr9:94860000-95420000,-0.583333333,0.559668927,12,1.894484676
2660,chr9:3730000-4270000,-0.583333333,0.559668927,12,1.941279096
75,chr10:100510000-101060000,-0.583333333,0.559668927,12,1.841532526
308,chr12:24990000-25540000,-0.583333333,0.559668927,12,1.678659062
313,chr12:64210000-64780000,-0.583333333,0.559668927,12,1.849966469
323,chr12:89930000-90490000,-0.583333333,0.559668927,12,1.724313105
431,chr13:26120000-26660000,-0.583333333,0.559668927,12,1.656606342
632,chr15:95190000-95720000,-0.583333333,0.559668927,12,1.97936992
770,chr17:80610000-81180000,-0.583333333,0.559668927,12,1.843944079
882,chr18:59230000-59800000,-0.583333333,0.559668927,12,1.992176561
916,chr19:1270000-1840000,-0.583333333,0.559668927,12,1.84119685
939,chr19:17530000-18100000,-0.583333333,0.559668927,12,1.80069138
1069,chr1:67400000-67980000,-0.583333333,0.559668927,12,1.560767849
1087,chr1:225640000-226160000,-0.583333333,0.559668927,12,1.769367678
1098,chr1:101360000-101930000,-0.583333333,0.559668927,12,1.716478581
1183,chr20:5490000-6030000,-0.583333333,0.559668927,12,2.115601275
1225,chr20:32840000-33380000,-0.583333333,0.559668927,12,1.8864331
1228,chr20:30720000-31260000,-0.583333333,0.559668927,12,1.961766315
1372,chrX:19560000-20150000,-0.583333333,0.559668927,12,1.909948827
1406,chr2:97230000-97770000,-0.583333333,0.559668927,12,2.072076368
1519,chr2:213530000-214100000,-0.583333333,0.559668927,12,1.854852164
1539,chr2:8950000-9530000,-0.583333333,0.559668927,12,1.997606565
1565,chr2:56400000-56990000,-0.583333333,0.559668927,12,1.65664702
1578,chr2:148700000-149260000,-0.583333333,0.559668927,12,2.294070892
1597,chr2:16960000-17520000,-0.583333333,0.559668927,12,1.899762849
1716,chr3:8810000-9370000,-0.583333333,0.559668927,12,2.012470787
1797,chr3:178130000-178680000,-0.583333333,0.559668927,12,1.634200211
1810,chr3:41360000-41910000,-0.583333333,0.559668927,12,1.89658686
1899,chr4:114310000-114860000,-0.583333333,0.559668927,12,2.054148018
1930,chr4:21790000-22350000,-0.583333333,0.559668927,12,1.997242618
1953,chr4:72040000-72570000,-0.583333333,0.559668927,12,1.692094754
2023,chr5:71620000-72180000,-0.583333333,0.559668927,12,1.690466975
2067,chr5:169500000-170060000,-0.583333333,0.559668927,12,1.748146754
2112,chr5:72240000-72780000,-0.583333333,0.559668927,12,1.827516313
2126,chr5:123980000-124540000,-0.583333333,0.559668927,12,2.058284236
2164,chr6:75950000-76550000,-0.583333333,0.559668927,12,1.965172334
2274,chr6:12640000-13160000,-0.583333333,0.559668927,12,1.678289024
2351,chr7:85510000-86100000,-0.583333333,0.559668927,12,1.621449952
2365,chr7:91560000-92120000,-0.583333333,0.559668927,12,1.832388472
2419,chr7:47300000-47870000,-0.583333333,0.559668927,12,1.890964105
2431,chr7:44010000-44590000,-0.583333333,0.559668927,12,1.988039069
2497,chr8:32410000-32970000,-0.583333333,0.559668927,12,1.987012515
2529,chr8:103250000-103840000,-0.583333333,0.559668927,12,2.242112587
2569,chr8:95000000-95590000,-0.583333333,0.559668927,12,1.785438251
2655,chr9:128750000-129350000,-0.583333333,0.559668927,12,1.770018549
2657,chr9:31100000-31700000,-0.583333333,0.559668927,12,1.999581296
2684,chr9:16160000-16730000,-0.583333333,0.559668927,12,2.012003696
58,chr10:78900000-79470000,-0.583333333,0.559668927,12,1.788762699
68,chr10:105450000-106010000,-0.583333333,0.559668927,12,1.794707775
83,chr10:24260000-24840000,-0.583333333,0.559668927,12,1.627850029
87,chr10:61850000-62430000,-0.583333333,0.559668927,12,1.963804639
102,chr10:116030000-116570000,-0.583333333,0.559668927,12,1.815274555
129,chr11:72420000-73000000,-0.583333333,0.559668927,12,1.655662868
187,chr11:22910000-23470000,-0.583333333,0.559668927,12,1.616242912
291,chr12:106750000-107340000,-0.583333333,0.559668927,12,1.753794451
299,chr12:68600000-69200000,-0.583333333,0.559668927,12,1.838171626
303,chr12:74390000-74930000,-0.583333333,0.559668927,12,1.783337132
353,chr12:113320000-113860000,-0.583333333,0.559668927,12,1.925845532
365,chr12:40780000-41320000,-0.583333333,0.559668927,12,1.761810743
376,chr12:131630000-132160000,-0.583333333,0.559668927,12,1.732109193
377,chr12:16500000-17080000,-0.583333333,0.559668927,12,1.998098955
398,chr13:113580000-114130000,-0.583333333,0.559668927,12,1.740135811
450,chr13:29400000-29960000,-0.583333333,0.559668927,12,1.791326178
518,chr14:104530000-105100000,-0.583333333,0.559668927,12,2.09104191
559,chr14:72320000-72890000,-0.583333333,0.559668927,12,1.709562721
581,chr15:81770000-82320000,-0.583333333,0.559668927,12,1.76947329
726,chr16:49420000-49970000,-0.583333333,0.559668927,12,1.968543157
735,chr16:9740000-10270000,-0.583333333,0.559668927,12,1.713693721
771,chr17:26080000-26650000,-0.583333333,0.559668927,12,1.691034089
781,chr17:56590000-57120000,-0.583333333,0.559668927,12,1.846162833
785,chr17:74740000-75300000,-0.583333333,0.559668927,12,1.693778618
842,chr18:51060000-51650000,-0.583333333,0.559668927,12,2.013090589
862,chr18:13180000-13720000,-0.583333333,0.559668927,12,1.653841725
871,chr18:21170000-21720000,-0.583333333,0.559668927,12,1.822510055
874,chr18:27940000-28480000,-0.583333333,0.559668927,12,1.791217209
883,chr18:9970000-10510000,-0.583333333,0.559668927,12,1.817811237
935,chr19:35550000-36120000,-0.583333333,0.559668927,12,1.899802414
938,chr19:5040000-5590000,-0.583333333,0.559668927,12,1.82491231
1002,chr1:234620000-235190000,-0.583333333,0.559668927,12,1.823782446
1064,chr1:37920000-38470000,-0.583333333,0.559668927,12,1.884134858
1115,chr1:111410000-111980000,-0.583333333,0.559668927,12,2.084567277
1120,chr1:51790000-52320000,-0.583333333,0.559668927,12,1.805535963
1351,chrX:76770000-77350000,-0.583333333,0.559668927,12,1.751862731
1533,chr2:228170000-228750000,-0.583333333,0.559668927,12,1.952608851
1580,chr2:172420000-172980000,-0.583333333,0.559668927,12,1.749013597
1723,chr3:167080000-167630000,-0.583333333,0.559668927,12,1.783248806
1904,chr4:119890000-120430000,-0.583333333,0.559668927,12,1.744434397
1914,chr4:179700000-180300000,-0.583333333,0.559668927,12,1.757402285
1921,chr4:140620000-141200000,-0.583333333,0.559668927,12,1.633788883
1925,chr4:163400000-163960000,-0.583333333,0.559668927,12,1.644369152
1927,chr4:124670000-125210000,-0.583333333,0.559668927,12,1.941096437
1935,chr4:46820000-47400000,-0.583333333,0.559668927,12,1.649165125
2079,chr5:33430000-33970000,-0.583333333,0.559668927,12,1.898234058
2113,chr5:179530000-180090000,-0.583333333,0.559668927,12,1.83403949
2220,chr6:147140000-147700000,-0.583333333,0.559668927,12,1.71641997
2237,chr6:6660000-7240000,-0.583333333,0.559668927,12,1.747609746
2275,chr6:119450000-120040000,-0.583333333,0.559668927,12,1.711582339
2417,chr7:42920000-43480000,-0.583333333,0.559668927,12,1.870897579
2535,chr8:26540000-27070000,-0.583333333,0.559668927,12,1.66344104
2540,chr8:30510000-31060000,-0.583333333,0.559668927,12,1.867083841
2567,chr8:128180000-128730000,-0.583333333,0.559668927,12,2.038415281
2582,chr8:139170000-139710000,-0.583333333,0.559668927,12,1.581411514
2583,chr8:102650000-103220000,-0.583333333,0.559668927,12,1.943261988
2658,chr9:88420000-88960000,-0.583333333,0.559668927,12,1.914895402
2686,chr9:18470000-19020000,-0.583333333,0.559668927,12,1.637583485
72,chr10:120790000-121310000,-0.583333333,0.559668927,12,1.879976831
300,chr12:14340000-14860000,-0.583333333,0.559668927,12,2.08963946
352,chr12:2150000-2730000,-0.583333333,0.559668927,12,1.759407679
444,chr13:77580000-78140000,-0.583333333,0.559668927,12,2.113559565
562,chr14:74740000-75290000,-0.583333333,0.559668927,12,1.794534163
613,chr15:40070000-40620000,-0.583333333,0.559668927,12,1.99373945
773,chr17:26220000-26800000,-0.583333333,0.559668927,12,1.817095144
876,chr18:55280000-55850000,-0.583333333,0.559668927,12,1.771312132
904,chr19:8000000-8600000,-0.583333333,0.559668927,12,1.938138954
1016,chr1:196070000-196650000,-0.583333333,0.559668927,12,1.848244762
1542,chr2:166230000-166760000,-0.583333333,0.559668927,12,1.878539102
1786,chr3:5270000-5810000,-0.583333333,0.559668927,12,1.950145023
1803,chr3:179790000-180310000,-0.583333333,0.559668927,12,1.587072762
1971,chr5:68340000-68870000,-0.583333333,0.559668927,12,1.786510234
2075,chr5:87420000-87980000,-0.583333333,0.559668927,12,1.694835754
2189,chr6:132010000-132560000,-0.583333333,0.559668927,12,1.655041506
2248,chr6:139100000-139690000,-0.583333333,0.559668927,12,1.865910146
2270,chr6:29030000-29580000,-0.583333333,0.559668927,12,1.715338304
2398,chr7:44610000-45170000,-0.583333333,0.559668927,12,2.074189791
2551,chr8:120860000-121420000,-0.583333333,0.559668927,12,1.681603383
555,chr14:58950000-59520000,-0.583333333,0.559668927,12,1.667133648
2399,chr7:4640000-5170000,-0.583333333,0.559668927,12,2.014314656
2626,chr9:71990000-72550000,-0.583333333,0.559668927,12,1.72588724
341,chr12:65920000-66500000,-0.583333333,0.559668927,12,1.793198343
471,chr13:44470000-45020000,-0.583333333,0.559668927,12,1.713723817
1523,chr2:65280000-65830000,-0.583333333,0.559668927,12,1.782067947
1916,chr4:155720000-156290000,-0.583333333,0.559668927,12,1.925211086
355,chr12:112290000-112870000,-0.576923077,0.563991421,13,1.78333986
801,chr17:14280000-14860000,-0.576923077,0.563991421,13,2.040435993
1070,chr1:212630000-213240000,-0.576923077,0.563991421,13,2.143653382
191,chr11:28750000-29370000,-0.576923077,0.563991421,13,1.71895554
321,chr12:62640000-63220000,-0.576923077,0.563991421,13,2.283629275
437,chr13:76440000-77050000,-0.576923077,0.563991421,13,1.656252012
873,chr18:29080000-29690000,-0.576923077,0.563991421,13,1.817802414
1358,chrX:137210000-137830000,-0.576923077,0.563991421,13,1.650856115
1525,chr2:102490000-103080000,-0.576923077,0.563991421,13,1.828674373
1865,chr4:75780000-76370000,-0.576923077,0.563991421,13,1.760416707
1917,chr4:23110000-23720000,-0.576923077,0.563991421,13,1.808793556
2051,chr5:18390000-18970000,-0.576923077,0.563991421,13,1.821845498
2636,chr9:140510000-141110000,-0.576923077,0.563991421,13,1.969059969
2672,chr9:116470000-117070000,-0.576923077,0.563991421,13,1.610581752
439,chr13:49820000-50430000,-0.576923077,0.563991421,13,1.718579173
817,chr17:78390000-78960000,-0.576923077,0.563991421,13,1.690346886
986,chr1:2710000-3340000,-0.576923077,0.563991421,13,1.916442762
1384,chrX:17780000-18360000,-0.576923077,0.563991421,13,1.629554039
1866,chr4:79870000-80500000,-0.576923077,0.563991421,13,1.665483515
2378,chr7:79670000-80290000,-0.576923077,0.563991421,13,1.658957198
70,chr10:15250000-15860000,-0.576923077,0.563991421,13,1.842378821
156,chr11:101260000-101900000,-0.576923077,0.563991421,13,1.812937426
262,chr12:38710000-39310000,-0.576923077,0.563991421,13,2.199444867
596,chr15:59220000-59810000,-0.576923077,0.563991421,13,1.801439114
604,chr15:99020000-99630000,-0.576923077,0.563991421,13,2.047937683
610,chr15:50630000-51250000,-0.576923077,0.563991421,13,2.20343695
649,chr15:69770000-70380000,-0.576923077,0.563991421,13,1.812230214
774,chr17:73850000-74500000,-0.576923077,0.563991421,13,2.01340657
888,chr18:77440000-78010000,-0.576923077,0.563991421,13,1.800247184
1169,chr1:36320000-36920000,-0.576923077,0.563991421,13,1.937331539
1179,chr20:47900000-48550000,-0.576923077,0.563991421,13,2.597222355
1218,chr20:56170000-56760000,-0.576923077,0.563991421,13,1.933253163
1230,chr20:18590000-19170000,-0.576923077,0.563991421,13,1.881783992
1369,chrX:23680000-24270000,-0.576923077,0.563991421,13,1.745521307
1554,chr2:49120000-49720000,-0.576923077,0.563991421,13,1.881540906
1771,chr3:57940000-58520000,-0.576923077,0.563991421,13,1.577860701
1773,chr3:11260000-11880000,-0.576923077,0.563991421,13,1.7549865
1807,chr3:40620000-41250000,-0.576923077,0.563991421,13,1.549837571
1909,chr4:41260000-41900000,-0.576923077,0.563991421,13,1.745263946
1947,chr4:24470000-25060000,-0.576923077,0.563991421,13,1.856211734
2088,chr5:76150000-76780000,-0.576923077,0.563991421,13,1.94088152
2096,chr5:168370000-169000000,-0.576923077,0.563991421,13,1.863123602
2215,chr6:141300000-141910000,-0.576923077,0.563991421,13,1.772184771
2348,chr7:25900000-26540000,-0.576923077,0.563991421,13,1.866074206
2376,chr7:6990000-7590000,-0.576923077,0.563991421,13,1.696288034
2574,chr8:53870000-54470000,-0.576923077,0.563991421,13,1.548150878
174,chr11:81320000-81950000,-0.576923077,0.563991421,13,1.65279376
223,chr11:9780000-10370000,-0.576923077,0.563991421,13,1.661752215
340,chr12:17160000-17800000,-0.576923077,0.563991421,13,1.794317247
434,chr13:102590000-103200000,-0.576923077,0.563991421,13,1.85095491
441,chr13:21510000-22110000,-0.576923077,0.563991421,13,1.798972399
668,chr16:70840000-71420000,-0.576923077,0.563991421,13,1.790442162
1346,chrX:80050000-80660000,-0.576923077,0.563991421,13,1.97529648
1505,chr2:38130000-38750000,-0.576923077,0.563991421,13,1.735704592
1544,chr2:141770000-142380000,-0.576923077,0.563991421,13,2.030633315
1568,chr2:231050000-231670000,-0.576923077,0.563991421,13,1.899476519
1900,chr4:166420000-167040000,-0.576923077,0.563991421,13,1.989646945
1955,chr4:7140000-7720000,-0.576923077,0.563991421,13,1.801907379
2081,chr5:112330000-112940000,-0.576923077,0.563991421,13,1.926628327
2114,chr5:110870000-111480000,-0.576923077,0.563991421,13,1.634066769
2122,chr5:160390000-160960000,-0.576923077,0.563991421,13,1.807852594
2218,chr6:128050000-128670000,-0.576923077,0.563991421,13,2.045502877
2241,chr6:46010000-46640000,-0.576923077,0.563991421,13,1.571359377
2402,chr7:87850000-88470000,-0.576923077,0.563991421,13,1.731566724
2534,chr8:73220000-73820000,-0.576923077,0.563991421,13,1.780937515
9,chr10:45730000-46320000,-0.576923077,0.563991421,13,1.916518567
108,chr10:13640000-14220000,-0.576923077,0.563991421,13,1.949740081
190,chr11:42710000-43310000,-0.576923077,0.563991421,13,1.747856063
192,chr11:123630000-124220000,-0.576923077,0.563991421,13,1.716371093
306,chr12:75070000-75680000,-0.576923077,0.563991421,13,1.713124956
386,chr13:114420000-115100000,-0.576923077,0.563991421,13,1.923753429
393,chr13:85610000-86250000,-0.576923077,0.563991421,13,1.677415245
413,chr13:52420000-53020000,-0.576923077,0.563991421,13,1.717347904
455,chr13:39610000-40220000,-0.576923077,0.563991421,13,1.570289955
456,chr13:100570000-101190000,-0.576923077,0.563991421,13,1.947183246
528,chr14:73520000-74110000,-0.576923077,0.563991421,13,1.699086495
540,chr14:42570000-43190000,-0.576923077,0.563991421,13,1.79645744
548,chr14:65620000-66210000,-0.576923077,0.563991421,13,2.267614358
551,chr14:102160000-102800000,-0.576923077,0.563991421,13,2.059957336
634,chr15:57850000-58480000,-0.576923077,0.563991421,13,1.893768317
636,chr15:71140000-71720000,-0.576923077,0.563991421,13,2.02672611
848,chr18:10550000-11160000,-0.576923077,0.563991421,13,2.045497903
854,chr18:42220000-42810000,-0.576923077,0.563991421,13,2.115445696
866,chr18:32960000-33560000,-0.576923077,0.563991421,13,1.701290278
880,chr18:5860000-6500000,-0.576923077,0.563991421,13,1.88814626
933,chr19:16770000-17400000,-0.576923077,0.563991421,13,1.891151546
995,chr1:192410000-193010000,-0.576923077,0.563991421,13,1.914240339
1001,chr1:45190000-45770000,-0.576923077,0.563991421,13,1.754011918
1072,chr1:46050000-46700000,-0.576923077,0.563991421,13,2.00339066
1074,chr1:237080000-237660000,-0.576923077,0.563991421,13,1.775036319
1085,chr1:230750000-231360000,-0.576923077,0.563991421,13,2.057824628
1096,chr1:24380000-24960000,-0.576923077,0.563991421,13,1.709076057
1097,chr1:186370000-186970000,-0.576923077,0.563991421,13,1.906309919
1118,chr1:184030000-184650000,-0.576923077,0.563991421,13,1.629715711
1253,chr21:33990000-34560000,-0.576923077,0.563991421,13,1.923759997
1368,chrX:68660000-69300000,-0.576923077,0.563991421,13,1.833618988
1431,chr2:98360000-98990000,-0.576923077,0.563991421,13,2.04470023
1535,chr2:171790000-172370000,-0.576923077,0.563991421,13,1.868443288
1547,chr2:187710000-188340000,-0.576923077,0.563991421,13,2.131626665
1562,chr2:188740000-189310000,-0.576923077,0.563991421,13,1.905087796
1564,chr2:225940000-226520000,-0.576923077,0.563991421,13,1.640534239
1683,chr3:66280000-66900000,-0.576923077,0.563991421,13,1.934649925
1687,chr3:156260000-156870000,-0.576923077,0.563991421,13,1.982478057
1734,chr3:194390000-194980000,-0.576923077,0.563991421,13,1.95923748
1767,chr3:62600000-63230000,-0.576923077,0.563991421,13,1.732356036
1805,chr3:27750000-28380000,-0.576923077,0.563991421,13,1.627254861
1863,chr4:15680000-16270000,-0.576923077,0.563991421,13,1.666641996
2011,chr5:156580000-157190000,-0.576923077,0.563991421,13,1.68254259
2040,chr5:90140000-90740000,-0.576923077,0.563991421,13,1.786550952
2041,chr5:62680000-63300000,-0.576923077,0.563991421,13,1.883648328
2099,chr5:123000000-123640000,-0.576923077,0.563991421,13,1.534217412
2200,chr6:72240000-72830000,-0.576923077,0.563991421,13,1.769890693
2232,chr6:113610000-114210000,-0.576923077,0.563991421,13,1.707594893
2377,chr7:93400000-94020000,-0.576923077,0.563991421,13,1.836529903
2396,chr7:17000000-17610000,-0.576923077,0.563991421,13,2.006640942
2422,chr7:103860000-104500000,-0.576923077,0.563991421,13,1.682041044
2553,chr8:17170000-17770000,-0.576923077,0.563991421,13,1.809238079
2645,chr9:81960000-82600000,-0.576923077,0.563991421,13,1.851016715
2647,chr9:77850000-78490000,-0.576923077,0.563991421,13,1.609645688
2677,chr9:101920000-102550000,-0.576923077,0.563991421,13,1.646399512
118,chr11:68860000-69470000,-0.576923077,0.563991421,13,1.862571278
150,chr11:61480000-62090000,-0.576923077,0.563991421,13,1.684875945
189,chr11:99060000-99660000,-0.576923077,0.563991421,13,1.629489719
211,chr11:12340000-12930000,-0.576923077,0.563991421,13,2.159814189
250,chr12:37850000-38480000,-0.576923077,0.563991421,13,1.805741074
322,chr12:90690000-91280000,-0.576923077,0.563991421,13,1.754647462
347,chr12:25580000-26180000,-0.576923077,0.563991421,13,1.699913865
356,chr12:46450000-47070000,-0.576923077,0.563991421,13,2.010047084
361,chr12:93890000-94490000,-0.576923077,0.563991421,13,1.670442315
363,chr12:51160000-51760000,-0.576923077,0.563991421,13,2.020204749
367,chr12:47420000-48020000,-0.576923077,0.563991421,13,1.62840743
372,chr12:120100000-120720000,-0.576923077,0.563991421,13,1.924245231
507,chr14:61740000-62310000,-0.576923077,0.563991421,13,1.831764054
508,chr14:22760000-23390000,-0.576923077,0.563991421,13,1.774212647
550,chr14:32380000-32990000,-0.576923077,0.563991421,13,2.141032736
637,chr15:54320000-54920000,-0.576923077,0.563991421,13,1.930613338
740,chr17:58100000-58750000,-0.576923077,0.563991421,13,1.672719191
755,chr17:52990000-53590000,-0.576923077,0.563991421,13,1.790461641
857,chr18:63580000-64170000,-0.576923077,0.563991421,13,1.903269351
864,chr18:30790000-31370000,-0.576923077,0.563991421,13,1.926989325
907,chr19:54970000-55570000,-0.576923077,0.563991421,13,1.987350341
911,chr19:36790000-37380000,-0.576923077,0.563991421,13,1.800843938
1104,chr1:208800000-209430000,-0.576923077,0.563991421,13,1.9574842
1110,chr1:231950000-232590000,-0.576923077,0.563991421,13,1.794326946
1139,chr1:228790000-229360000,-0.576923077,0.563991421,13,1.854560332
1147,chr1:181410000-182020000,-0.576923077,0.563991421,13,1.775683882
1176,chr20:62140000-62750000,-0.576923077,0.563991421,13,1.941413777
1178,chr20:47230000-47850000,-0.576923077,0.563991421,13,1.96788187
1302,chr22:31740000-32350000,-0.576923077,0.563991421,13,1.688493182
1380,chrX:17140000-17730000,-0.576923077,0.563991421,13,1.855592684
1387,chrX:6380000-6980000,-0.576923077,0.563991421,13,1.923176548
1489,chr2:192400000-193040000,-0.576923077,0.563991421,13,1.720284654
1531,chr2:175560000-176160000,-0.576923077,0.563991421,13,2.11669323
1667,chr3:129170000-129760000,-0.576923077,0.563991421,13,1.754554088
1769,chr3:44360000-44990000,-0.576923077,0.563991421,13,2.182154003
1775,chr3:114930000-115520000,-0.576923077,0.563991421,13,1.715573012
1777,chr3:49720000-50330000,-0.576923077,0.563991421,13,1.832141693
1912,chr4:108910000-109520000,-0.576923077,0.563991421,13,1.827221974
1915,chr4:174430000-175050000,-0.576923077,0.563991421,13,1.806590968
1923,chr4:89450000-90060000,-0.576923077,0.563991421,13,1.742944099
1932,chr4:5980000-6560000,-0.576923077,0.563991421,13,1.759191763
2038,chr5:127550000-128180000,-0.576923077,0.563991421,13,1.575034764
2049,chr5:99790000-100390000,-0.576923077,0.563991421,13,1.9329131
2093,chr5:36050000-36690000,-0.576923077,0.563991421,13,1.80885712
2115,chr5:106420000-107010000,-0.576923077,0.563991421,13,2.127258455
2167,chr6:52950000-53590000,-0.576923077,0.563991421,13,2.294175576
2247,chr6:90620000-91220000,-0.576923077,0.563991421,13,1.850028972
2249,chr6:88960000-89590000,-0.576923077,0.563991421,13,2.025836018
2425,chr7:5230000-5810000,-0.576923077,0.563991421,13,1.828672214
2447,chr8:144380000-144970000,-0.576923077,0.563991421,13,2.070346919
2456,chr8:11220000-11850000,-0.576923077,0.563991421,13,1.757209114
2512,chr8:57210000-57850000,-0.576923077,0.563991421,13,1.719248631
2532,chr8:126110000-126710000,-0.576923077,0.563991421,13,1.770363266
2575,chr8:124830000-125450000,-0.576923077,0.563991421,13,1.68011681
2585,chr8:118830000-119440000,-0.576923077,0.563991421,13,2.086682369
2629,chr9:21160000-21780000,-0.576923077,0.563991421,13,1.852692995
2668,chr9:98370000-98980000,-0.576923077,0.563991421,13,2.118656314
46,chr10:68740000-69340000,-0.576923077,0.563991421,13,1.598466747
56,chr10:117500000-118150000,-0.576923077,0.563991421,13,1.725589912
209,chr11:94880000-95500000,-0.576923077,0.563991421,13,1.722334219
335,chr12:34220000-34850000,-0.576923077,0.563991421,13,1.822176905
338,chr12:100530000-101140000,-0.576923077,0.563991421,13,1.924232855
343,chr12:66530000-67110000,-0.576923077,0.563991421,13,1.99972262
460,chr13:35770000-36390000,-0.576923077,0.563991421,13,1.859675295
497,chr14:91330000-91930000,-0.576923077,0.563991421,13,1.677132619
756,chr17:40060000-40680000,-0.576923077,0.563991421,13,1.818114043
850,chr18:13800000-14430000,-0.576923077,0.563991421,13,1.902969873
1011,chr1:60610000-61250000,-0.576923077,0.563991421,13,1.612112177
1047,chr1:198050000-198680000,-0.576923077,0.563991421,13,1.795034109
1123,chr1:201180000-201790000,-0.576923077,0.563991421,13,1.761442784
1219,chr20:33400000-34020000,-0.576923077,0.563991421,13,1.646691466
1295,chr22:39140000-39720000,-0.576923077,0.563991421,13,1.782555943
1591,chr2:178020000-178630000,-0.576923077,0.563991421,13,2.149839416
1697,chr3:178720000-179310000,-0.576923077,0.563991421,13,1.964504344
1732,chr3:185650000-186280000,-0.576923077,0.563991421,13,1.843917021
2165,chr6:7620000-8220000,-0.576923077,0.563991421,13,1.892048647
2323,chr7:130560000-131180000,-0.576923077,0.563991421,13,1.983376736
2358,chr7:39590000-40170000,-0.576923077,0.563991421,13,1.917699455
2385,chr7:137820000-138440000,-0.576923077,0.563991421,13,1.856252317
2389,chr7:31170000-31770000,-0.576923077,0.563991421,13,1.525063085
2561,chr8:59620000-60220000,-0.576923077,0.563991421,13,1.828647644
2570,chr8:24330000-24920000,-0.576923077,0.563991421,13,1.961248756
2572,chr8:143710000-144320000,-0.576923077,0.563991421,13,1.767760384
535,chr14:57910000-58550000,-0.576923077,0.563991421,13,1.700736619
719,chr16:83920000-84520000,-0.576923077,0.563991421,13,1.626426566
1081,chr1:158470000-159060000,-0.576923077,0.563991421,13,2.010175985
1154,chr1:41980000-42570000,-0.576923077,0.563991421,13,1.845066809
1950,chr4:16880000-17470000,-0.576923077,0.563991421,13,2.28594501
2071,chr5:57100000-57750000,-0.576923077,0.563991421,13,1.746955064
2522,chr8:28470000-29070000,-0.576923077,0.563991421,13,1.842316336
159,chr11:109710000-110310000,-0.576923077,0.563991421,13,1.723295
198,chr11:95530000-96150000,-0.576923077,0.563991421,13,1.652964068
175,chr11:9170000-9770000,-0.576923077,0.563991421,13,1.828599424
318,chr12:58910000-59560000,-0.571428571,0.567709166,14,1.972162546
447,chr13:27940000-28560000,-0.571428571,0.567709166,14,1.970558008
605,chr15:36780000-37430000,-0.571428571,0.567709166,14,1.848511163
51,chr10:104480000-105120000,-0.571428571,0.567709166,14,1.63894478
339,chr12:103270000-103950000,-0.571428571,0.567709166,14,1.803902046
342,chr12:117640000-118270000,-0.571428571,0.567709166,14,1.747701567
