"","tad","lambdan","power","n","max.lambdan"
"676","chr16:75200000-75680000","-7.850462293418875e-16","0.9999999999999993","10","1.546337426984062"
"677","chr16:74700000-75680000","-1.570092458683775e-16","0.9999999999999999","20","1.930684363052741"
"678","chr16:75810000-77210000","2.198129442157285e-15","0.9999999999999982","29","2.1576169463523076"
"679","chr16:46500000-48670000","0.0","1.0","44","2.2450675382767002"
"680","chr16:62220000-63290000","-7.850462293418875e-16","0.9999999999999993","22","1.7523688512444904"
"681","chr16:75990000-76730000","1.570092458683775e-15","0.9999999999999987","16","2.038980716070435"
"682","chr16:48690000-49970000","-1.88411095042053e-15","0.9999999999999984","27","1.9744234793885533"
"683","chr16:16940000-17630000","2.198129442157285e-15","0.9999999999999982","15","2.1534064321157684"
"684","chr16:34170000-35280000","3.925231146709437e-15","0.9999999999999969","23","1.8945467987351512"
"685","chr16:10310000-11020000","-6.2803698347351e-15","0.999999999999995","15","1.7116864544729455"
"686","chr16:57590000-58790000","6.2803698347351e-16","0.9999999999999996","25","1.9995086032980427"
"687","chr16:50940000-52020000","-4.082240392577815e-15","0.9999999999999968","23","1.9974241258579153"
"688","chr16:75820000-76760000","-1.88411095042053e-15","0.9999999999999984","20","2.0831664557457947"
"689","chr16:46510000-48240000","-3.14018491736755e-15","0.9999999999999974","35","2.1731519893954485"
"690","chr16:5710000-6700000","-2.198129442157285e-15","0.9999999999999982","20","1.8173592459467571"
"691","chr16:11040000-11950000","-3.14018491736755e-16","0.9999999999999998","19","2.493215720502487"
"692","chr16:50040000-50860000","1.25607396694702e-15","0.9999999999999989","18","2.186716990507353"
"693","chr16:77240000-78110000","-1.4130832128153975e-15","0.9999999999999989","19","1.8104469026216787"
"694","chr16:740000-1980000","-2.6691571797624175e-15","0.9999999999999979","26","2.478531421165197"
"695","chr16:3080000-3550000","1.88411095042053e-15","0.9999999999999984","10","2.1444331190592174"
"696","chr16:52170000-52960000","-4.082240392577815e-15","0.9999999999999968","17","1.8072583965308215"
"697","chr16:2020000-3000000","-1.0990647210786425e-15","0.9999999999999991","20","2.2021068994725344"
"698","chr16:56450000-57570000","3.14018491736755e-16","0.9999999999999998","23","2.1229938658180734"
"699","chr16:83920000-85040000","-6.2803698347351e-16","0.9999999999999994","23","2.105728432815833"
"700","chr16:27590000-28090000","-2.51214793389404e-15","0.999999999999998","11","1.8781133288571412"
"701","chr16:31510000-32010000","-6.2803698347351e-16","0.9999999999999994","11","1.9084961108035206"
"702","chr16:86080000-87330000","-3.14018491736755e-16","0.9999999999999998","26","2.2020758037493064"
"703","chr16:68400000-69330000","-2.198129442157285e-15","0.9999999999999982","19","1.9930064499907858"
"704","chr16:84510000-85050000","7.850462293418875e-16","0.9999999999999993","11","1.645295964129493"
"705","chr16:53050000-53550000","1.570092458683775e-16","0.9999999999999998","10","1.5415990026598188"
"706","chr16:87410000-87950000","-1.570092458683775e-16","0.9999999999999999","11","1.8832323981446575"
"707","chr16:66920000-67500000","2.3551386880256623e-15","0.9999999999999982","12","1.8814923999261457"
"708","chr16:12980000-13960000","-6.2803698347351e-16","0.9999999999999994","21","2.1016607186080924"
"709","chr16:3560000-4390000","-1.0990647210786425e-15","0.9999999999999991","17","1.8022710060856657"
"710","chr16:30960000-31460000","0.0","1.0","11","1.792554932034657"
"711","chr16:72130000-73240000","-6.437379080603478e-15","0.9999999999999949","23","1.8981753943386697"
"712","chr16:78480000-79640000","-6.2803698347351e-16","0.9999999999999994","24","1.9100963611737718"
"713","chr16:19080000-19520000","7.850462293418875e-16","0.9999999999999993","10","1.7429032477650956"
"714","chr16:24530000-25260000","-1.25607396694702e-15","0.999999999999999","16","1.8773699364076317"
"715","chr16:72140000-73110000","-1.25607396694702e-15","0.999999999999999","21","1.731583463912"
"716","chr16:11480000-11930000","9.42055475210265e-16","0.9999999999999993","10","2.03804008017455"
"717","chr16:74720000-75180000","1.570092458683775e-15","0.9999999999999987","10","1.8436480960464152"
"718","chr16:79650000-80510000","1.570092458683775e-15","0.9999999999999987","18","2.133569878619273"
"719","chr16:83920000-84520000","1.4130832128153975e-15","0.9999999999999989","13","1.626426565525418"
"720","chr16:67510000-68270000","-9.42055475210265e-16","0.9999999999999992","16","1.9286890048561485"
"721","chr16:19920000-20380000","-2.6691571797624175e-15","0.9999999999999979","10","1.934404478446568"
"722","chr16:86590000-87310000","1.88411095042053e-15","0.9999999999999984","16","1.8344812319365185"
"723","chr16:56850000-57570000","1.25607396694702e-15","0.9999999999999989","15","1.874815251421151"
"724","chr16:11040000-11470000","-1.570092458683775e-15","0.9999999999999988","10","2.0790052560369916"
"725","chr16:66390000-66900000","-1.570092458683775e-16","0.9999999999999999","11","1.5993080750304094"
"726","chr16:49420000-49970000","7.850462293418875e-16","0.9999999999999993","12","1.9685431565104214"
"727","chr16:4480000-5140000","-6.2803698347351e-16","0.9999999999999994","14","1.8639787380864923"
"728","chr16:48710000-49370000","-3.454203409104305e-15","0.9999999999999972","14","1.7800419154190483"
"729","chr16:85120000-85790000","-1.4130832128153975e-15","0.9999999999999989","14","1.779337322615726"
"730","chr16:25280000-25740000","-1.7271017045521525e-15","0.9999999999999987","10","1.8637106216650727"
"731","chr16:86090000-86560000","-2.6691571797624175e-15","0.9999999999999979","11","1.6400190528591685"
"732","chr16:13070000-13570000","0.0","1.0","11","1.9373534086549278"
"733","chr16:47200000-47710000","-2.198129442157285e-15","0.9999999999999982","11","1.7027381785316043"
"734","chr16:1350000-1810000","9.42055475210265e-16","0.9999999999999993","10","1.8052311000137449"
"735","chr16:9740000-10270000","6.2803698347351e-16","0.9999999999999996","12","1.7136937207551586"
"736","chr17:21510000-22260000","-1.25607396694702e-15","0.999999999999999","15","2.0523644818993017"
"737","chr17:60700000-61690000","1.7271017045521525e-15","0.9999999999999987","20","1.7414091235142937"
"738","chr17:9730000-10650000","6.2803698347351e-16","0.9999999999999996","19","2.0425273436922327"
"739","chr17:19890000-20890000","-2.826166425630795e-15","0.9999999999999978","21","2.0942713636586205"
"740","chr17:58100000-58750000","-4.8672866219197025e-15","0.9999999999999961","13","1.6727191910074994"
"741","chr17:60430000-61690000","3.14018491736755e-15","0.9999999999999976","26","2.206083673007363"
"742","chr17:25310000-26660000","-4.553268130182947e-15","0.9999999999999963","28","2.5392776481787753"
"743","chr17:68630000-70550000","-1.88411095042053e-15","0.9999999999999984","39","2.0908703967434485"
"744","chr17:78050000-78990000","1.4130832128153975e-15","0.9999999999999989","19","1.9973996633003068"
"745","chr17:5400000-6900000","-5.338314359524835e-15","0.9999999999999958","30","2.0958393104260615"
"746","chr17:19140000-19790000","4.8672866219197025e-15","0.9999999999999962","14","1.7195208249044474"
"747","chr17:40020000-41390000","-7.379434555813742e-15","0.9999999999999941","28","1.9936862505883712"
"748","chr17:7220000-8060000","1.0990647210786425e-15","0.9999999999999991","18","1.980049702389035"
"749","chr17:74740000-76070000","-8.478499276892384e-15","0.9999999999999932","28","2.0324911377041155"
"750","chr17:38770000-39820000","7.850462293418875e-16","0.9999999999999993","22","1.9946732528373947"
"751","chr17:8260000-8810000","2.6691571797624175e-15","0.9999999999999978","12","1.808448571520795"
"752","chr17:3750000-4840000","9.42055475210265e-16","0.9999999999999993","22","1.9901731995031975"
"753","chr17:25510000-25970000","-6.2803698347351e-16","0.9999999999999994","10","1.704449906844053"
"754","chr17:61930000-62360000","0.0","1.0","10","1.937673994053347"
"755","chr17:52990000-53590000","-2.198129442157285e-15","0.9999999999999982","13","1.7904616410340124"
"756","chr17:40060000-40680000","6.2803698347351e-16","0.9999999999999996","13","1.8181140428484384"
"757","chr17:62770000-63210000","2.826166425630795e-15","0.9999999999999978","10","1.7316583698582586"
"758","chr17:34960000-35440000","-4.8672866219197025e-15","0.9999999999999961","10","1.99258502634584"
"759","chr17:57280000-58140000","4.39625888431457e-15","0.9999999999999964","18","2.1216634559919543"
"760","chr17:8250000-9480000","1.88411095042053e-15","0.9999999999999984","25","2.2361709273715142"
"761","chr17:79020000-79470000","-3.14018491736755e-15","0.9999999999999974","10","1.8803636530308245"
"762","chr17:4010000-4830000","-7.850462293418875e-16","0.9999999999999993","17","1.8885566237168585"
"763","chr17:64190000-65050000","-3.76822190084106e-15","0.999999999999997","18","2.2409993424769024"
"764","chr17:16780000-17990000","7.850462293418875e-16","0.9999999999999993","25","2.182815343163253"
"765","chr17:46100000-46700000","-1.4130832128153975e-15","0.9999999999999989","12","2.200367575918226"
"766","chr17:60730000-61480000","-1.25607396694702e-15","0.999999999999999","16","1.850261817169883"
"767","chr17:75320000-76070000","3.14018491736755e-16","0.9999999999999998","16","1.8518840076437837"
"768","chr17:2640000-3430000","-3.76822190084106e-15","0.999999999999997","17","1.7879844871312902"
"769","chr17:66760000-67260000","-1.570092458683775e-15","0.9999999999999988","11","1.6797202557488338"
"770","chr17:80610000-81180000","-1.570092458683775e-15","0.9999999999999988","12","1.8439440793828457"
"771","chr17:26080000-26650000","-7.850462293418875e-16","0.9999999999999993","12","1.6910340893732754"
"772","chr17:67550000-68590000","1.570092458683775e-16","0.9999999999999998","21","1.9157055841108588"
"773","chr17:26220000-26800000","-1.0990647210786425e-15","0.9999999999999991","12","1.8170951435970648"
"774","chr17:73850000-74500000","3.76822190084106e-15","0.9999999999999969","13","2.013406570396098"
"775","chr17:45150000-45720000","-7.850462293418875e-16","0.9999999999999993","12","1.7915005210348887"
"776","chr17:1560000-2260000","-4.710277376051325e-16","0.9999999999999997","15","1.9624258811512707"
"777","chr17:53880000-54840000","-2.6691571797624175e-15","0.9999999999999979","20","1.804619076369018"
"778","chr17:48480000-49300000","1.570092458683775e-15","0.9999999999999987","17","1.8521860520092943"
"779","chr17:10800000-11840000","-7.693453047550497e-15","0.9999999999999939","21","1.8808965990365938"
"780","chr17:55190000-55830000","4.710277376051325e-16","0.9999999999999996","14","1.9530336716526198"
"781","chr17:56590000-57120000","-4.082240392577815e-15","0.9999999999999968","12","1.846162833322576"
"782","chr17:27900000-29070000","-9.42055475210265e-16","0.9999999999999992","24","1.979599581487615"
"783","chr17:20330000-20790000","4.710277376051325e-16","0.9999999999999996","10","1.62019569063081"
"784","chr17:12060000-12930000","-3.14018491736755e-15","0.9999999999999974","18","2.342668918691828"
"785","chr17:74740000-75300000","4.082240392577815e-15","0.9999999999999967","12","1.6937786184842796"
"786","chr17:66030000-66500000","-3.2971941632359274e-15","0.9999999999999973","10","1.672039245595766"
"787","chr17:58200000-58740000","3.925231146709437e-15","0.9999999999999969","11","1.7001919933814111"
"788","chr17:6360000-6910000","-2.198129442157285e-15","0.9999999999999982","12","1.8001845270829226"
"789","chr17:5460000-6330000","-7.850462293418875e-16","0.9999999999999993","18","1.7592715184160048"
"790","chr17:6550000-7090000","2.198129442157285e-15","0.9999999999999982","11","1.722880359651111"
"791","chr17:58780000-59470000","4.082240392577815e-15","0.9999999999999967","15","1.836099619778318"
"792","chr17:68760000-69420000","1.570092458683775e-15","0.9999999999999987","14","1.8466663487087642"
"793","chr17:70720000-71180000","-4.082240392577815e-15","0.9999999999999968","10","1.7985334656564769"
"794","chr17:30770000-31320000","-1.0990647210786425e-15","0.9999999999999991","12","1.6834483612116964"
"795","chr17:29710000-30180000","-3.2971941632359274e-15","0.9999999999999973","10","1.9609902532209624"
"796","chr17:8930000-9470000","1.7271017045521525e-15","0.9999999999999987","12","1.7683668527126657"
"797","chr17:63220000-64160000","1.0990647210786425e-15","0.9999999999999991","20","2.0727921263874025"
"798","chr17:72940000-73590000","2.198129442157285e-15","0.9999999999999982","14","1.9923038262010893"
"799","chr17:28420000-29070000","-1.7271017045521525e-15","0.9999999999999987","14","1.652087022481636"
"800","chr17:41470000-41910000","-2.826166425630795e-15","0.9999999999999978","10","1.9376661317353985"
"801","chr17:14280000-14860000","-5.02429586778808e-15","0.999999999999996","13","2.0404359925992575"
"802","chr17:59690000-60200000","-1.88411095042053e-15","0.9999999999999984","11","2.0496650048845337"
"803","chr17:1000000-1540000","1.25607396694702e-15","0.9999999999999989","11","1.8064202925160733"
"804","chr17:27920000-28410000","-1.570092458683775e-16","0.9999999999999999","11","1.7852424020470568"
"805","chr17:36990000-37410000","-3.14018491736755e-15","0.9999999999999974","10","1.596954124004391"
"806","chr17:67560000-68100000","2.826166425630795e-15","0.9999999999999978","11","1.9910439354255303"
"807","chr17:72950000-73770000","7.850462293418875e-16","0.9999999999999993","17","1.7374120279937701"
"808","chr17:29180000-29700000","2.6691571797624175e-15","0.9999999999999978","11","1.9133110698990572"
"809","chr17:31360000-32070000","-7.850462293418874e-15","0.9999999999999938","15","1.909534555233019"
"810","chr17:69740000-70540000","-4.553268130182947e-15","0.9999999999999963","17","1.9140538829314993"
"811","chr17:3570000-4030000","-6.2803698347351e-16","0.9999999999999994","10","1.9224640732799116"
"812","chr17:71410000-72170000","3.14018491736755e-16","0.9999999999999998","16","1.685973812457233"
"813","chr17:40690000-41140000","-2.826166425630795e-15","0.9999999999999978","10","1.5898943450976561"
"814","chr17:72200000-72860000","6.2803698347351e-16","0.9999999999999996","14","1.8867154968553186"
"815","chr17:75520000-76010000","9.42055475210265e-16","0.9999999999999993","11","1.9278307023929"
"816","chr17:64190000-64670000","1.4130832128153975e-15","0.9999999999999989","11","1.8813813186118522"
"817","chr17:78390000-78960000","5.338314359524835e-15","0.9999999999999958","13","1.6903468864786064"
"818","chr17:15920000-16430000","-5.9663513429983445e-15","0.9999999999999952","11","2.0662988978204484"
"819","chr17:36900000-37590000","4.239249638446192e-15","0.9999999999999967","14","1.9776143523649878"
"820","chr17:32740000-33240000","1.0990647210786425e-15","0.9999999999999991","11","1.690527198139475"
"821","chr18:68270000-70250000","2.51214793389404e-15","0.999999999999998","40","1.9124590290671162"
"822","chr18:64870000-66430000","6.2803698347351e-16","0.9999999999999996","32","1.8718565098581414"
"823","chr18:32800000-34260000","9.42055475210265e-16","0.9999999999999993","30","2.1184801306660543"
"824","chr18:32570000-34400000","-4.7102773760513246e-15","0.9999999999999962","37","2.081557783617684"
"825","chr18:70340000-71600000","-1.88411095042053e-15","0.9999999999999984","26","1.8512621774266709"
"826","chr18:57120000-58310000","-1.4130832128153975e-15","0.9999999999999989","25","1.871806107628484"
"827","chr18:32790000-34410000","-7.222425309945365e-15","0.9999999999999942","34","2.1117247190520043"
"828","chr18:14500000-15400000","2.9831756714991722e-15","0.9999999999999976","18","1.8577270697488963"
"829","chr18:20350000-21730000","9.42055475210265e-16","0.9999999999999993","28","2.163717392670327"
"830","chr18:2780000-3680000","-1.570092458683775e-16","0.9999999999999999","19","2.076116159812959"
"831","chr18:6960000-8440000","-3.2971941632359274e-15","0.9999999999999973","30","2.151070793732423"
"832","chr18:59840000-61120000","-2.198129442157285e-15","0.9999999999999982","27","2.0996476214791753"
"833","chr18:39620000-41040000","6.2803698347351e-16","0.9999999999999996","29","2.1611706871327376"
"834","chr18:22080000-23470000","-6.2803698347351e-16","0.9999999999999994","29","1.9418351289816342"
"835","chr18:8580000-9780000","1.570092458683775e-15","0.9999999999999987","25","2.7189361366477125"
"836","chr18:56030000-56810000","-3.14018491736755e-16","0.9999999999999998","17","1.7855231609193418"
"837","chr18:75770000-76740000","1.88411095042053e-15","0.9999999999999984","20","1.8478467247056463"
"838","chr18:55850000-56820000","2.3551386880256623e-15","0.9999999999999982","20","1.9312730835691978"
"839","chr18:53020000-54250000","-1.25607396694702e-15","0.999999999999999","25","1.8046684954419479"
"840","chr18:47020000-47980000","-3.14018491736755e-16","0.9999999999999998","20","2.1795469411183532"
"841","chr18:31390000-32390000","3.14018491736755e-16","0.9999999999999998","21","1.8034277669108805"
"842","chr18:51060000-51650000","-9.42055475210265e-16","0.9999999999999992","12","2.013090589345786"
"843","chr18:28560000-29720000","-1.570092458683775e-15","0.9999999999999988","24","1.8617873626704764"
"844","chr18:20370000-21060000","-3.14018491736755e-16","0.9999999999999998","15","1.797258093430941"
"845","chr18:72330000-73200000","0.0","1.0","18","2.09492754172041"
"846","chr18:48330000-49090000","2.826166425630795e-15","0.9999999999999978","16","2.4093729569867106"
"847","chr18:43820000-44550000","1.7271017045521525e-15","0.9999999999999987","15","1.9833685695612084"
"848","chr18:10550000-11160000","0.0","1.0","13","2.0454979031622265"
"849","chr18:18510000-20310000","-1.25607396694702e-15","0.999999999999999","37","2.489345956679957"
"850","chr18:13800000-14430000","1.25607396694702e-15","0.9999999999999989","13","1.9029698730954236"
"851","chr18:43690000-44540000","3.2971941632359274e-15","0.9999999999999973","18","2.0724694158661556"
"852","chr18:18530000-19530000","0.0","1.0","21","2.118182506749857"
"853","chr18:44570000-45290000","-2.198129442157285e-15","0.9999999999999982","15","1.6517440151106615"
"854","chr18:42220000-42810000","-6.2803698347351e-16","0.9999999999999994","13","2.115445695714072"
"855","chr18:61140000-61640000","1.88411095042053e-15","0.9999999999999984","11","1.6378177316676001"
"856","chr18:54380000-55220000","-7.850462293418875e-16","0.9999999999999993","18","1.835093134651947"
"857","chr18:63580000-64170000","2.0411201962889075e-15","0.9999999999999984","13","1.9032693510818484"
"858","chr18:19560000-20300000","-7.850462293418875e-16","0.9999999999999993","15","1.837568817054262"
"859","chr18:44740000-45280000","1.570092458683775e-15","0.9999999999999987","12","1.7139872863671213"
"860","chr18:46190000-46990000","1.570092458683775e-15","0.9999999999999987","17","2.022518188700469"
"861","chr18:27440000-27860000","-4.710277376051325e-16","0.9999999999999997","10","1.89977362148416"
"862","chr18:13180000-13720000","-2.3551386880256623e-15","0.9999999999999981","12","1.6538417245995751"
"863","chr18:43190000-43670000","3.14018491736755e-16","0.9999999999999998","11","1.8897498926267362"
"864","chr18:30790000-31370000","0.0","1.0","13","1.926989325089569"
"865","chr18:57660000-58240000","1.88411095042053e-15","0.9999999999999984","12","2.089447935572137"
"866","chr18:32960000-33560000","-1.25607396694702e-15","0.999999999999999","13","1.701290277660572"
"867","chr18:5070000-5780000","9.42055475210265e-16","0.9999999999999993","15","1.77720729990449"
"868","chr18:9050000-9540000","3.14018491736755e-16","0.9999999999999998","10","1.738807560779483"
"869","chr18:11640000-12280000","1.570092458683775e-16","0.9999999999999998","14","1.852877125766728"
"870","chr18:48620000-49100000","-1.4130832128153975e-15","0.9999999999999989","10","1.7188992863903987"
"871","chr18:21170000-21720000","-4.710277376051325e-16","0.9999999999999997","12","1.8225100549741526"
"872","chr18:47480000-47950000","-6.2803698347351e-16","0.9999999999999994","10","2.0176452677539007"
"873","chr18:29080000-29690000","1.4130832128153975e-15","0.9999999999999989","13","1.8178024144966785"
"874","chr18:27940000-28480000","-7.850462293418875e-16","0.9999999999999993","12","1.7912172085502547"
"875","chr18:4070000-5060000","2.9831756714991722e-15","0.9999999999999976","21","2.1281634552511757"
"876","chr18:55280000-55850000","-1.570092458683775e-16","0.9999999999999999","12","1.7713121324806709"
"877","chr18:25200000-25780000","3.14018491736755e-16","0.9999999999999998","12","1.6689452500104343"
"878","chr18:70440000-70900000","3.14018491736755e-16","0.9999999999999998","10","1.970813585838"
"879","chr18:77110000-78010000","-4.710277376051325e-16","0.9999999999999997","19","1.7913158100544528"
"880","chr18:5860000-6500000","-2.0411201962889075e-15","0.9999999999999983","13","1.8881462596575873"
"881","chr18:29740000-30160000","-3.14018491736755e-16","0.9999999999999998","10","1.858682309748145"
"882","chr18:59230000-59800000","1.0990647210786425e-15","0.9999999999999991","12","1.992176561286141"
"883","chr18:9970000-10510000","4.710277376051325e-16","0.9999999999999996","12","1.81781123672664"
"884","chr18:35940000-36570000","7.850462293418875e-16","0.9999999999999993","14","1.9264634679968229"
"885","chr18:49180000-49820000","3.454203409104305e-15","0.9999999999999973","14","1.7411861534393516"
"886","chr18:7760000-8410000","2.3551386880256623e-15","0.9999999999999982","14","1.7154068316077906"
"887","chr18:4460000-5050000","-1.570092458683775e-16","0.9999999999999999","12","1.8747509239119178"
"888","chr18:77440000-78010000","-1.7271017045521525e-15","0.9999999999999987","13","1.8002471840162422"
"889","chr19:52280000-54160000","6.90840681820861e-15","0.9999999999999944","39","2.3915632488585805"
"890","chr19:8740000-9920000","3.14018491736755e-16","0.9999999999999998","25","2.269453533719659"
"891","chr19:33080000-34650000","-1.25607396694702e-15","0.999999999999999","32","2.0090655542230804"
"892","chr19:13230000-14630000","4.8672866219197025e-15","0.9999999999999962","29","2.373915165537102"
"893","chr19:15130000-16330000","7.693453047550497e-15","0.9999999999999938","25","1.9670660965999835"
"894","chr19:14660000-16330000","9.42055475210265e-16","0.9999999999999993","34","1.887610310953713"
"895","chr19:14650000-16540000","0.0","1.0","38","2.0543043252735327"
"896","chr19:57900000-58720000","1.88411095042053e-15","0.9999999999999984","17","1.9510542719885509"
"897","chr19:36790000-38330000","-1.88411095042053e-15","0.9999999999999984","32","2.4339034910356716"
"898","chr19:15140000-16140000","6.751397572340232e-15","0.9999999999999947","21","1.8241662406178585"
"899","chr19:14810000-16140000","-4.7102773760513246e-15","0.9999999999999962","27","2.057018241783982"
"900","chr19:13060000-14620000","9.42055475210265e-16","0.9999999999999993","32","2.380656100773342"
"901","chr19:45390000-46210000","3.76822190084106e-15","0.9999999999999969","18","2.1460064037042015"
"902","chr19:5970000-6920000","-2.3551386880256623e-15","0.9999999999999981","20","1.8836267597492191"
"903","chr19:580000-1260000","3.14018491736755e-16","0.9999999999999998","15","1.947987358527521"
"904","chr19:8000000-8600000","-5.809342097129967e-15","0.9999999999999953","12","1.9381389544777425"
"905","chr19:29960000-31150000","-1.88411095042053e-15","0.9999999999999984","24","2.294510091928849"
"906","chr19:35530000-36590000","1.7271017045521525e-15","0.9999999999999987","22","2.2660599542498385"
"907","chr19:54970000-55570000","-1.25607396694702e-15","0.999999999999999","13","1.9873503410793891"
"908","chr19:18540000-19460000","-1.570092458683775e-15","0.9999999999999988","20","2.0570798856254595"
"909","chr19:31200000-32740000","-5.181305113656458e-15","0.9999999999999959","31","1.989780073771686"
"910","chr19:50660000-51610000","-5.9663513429983445e-15","0.9999999999999952","20","2.04797977006829"
"911","chr19:36790000-37380000","-3.2971941632359274e-15","0.9999999999999973","13","1.80084393847013"
"912","chr19:11710000-12780000","-1.88411095042053e-15","0.9999999999999984","22","2.0160281407602128"
"913","chr19:43110000-43910000","-1.570092458683775e-16","0.9999999999999999","17","1.7007977087091743"
"914","chr19:49130000-50360000","5.338314359524835e-15","0.9999999999999958","26","1.801663941763499"
"915","chr19:9230000-9920000","1.0990647210786425e-15","0.9999999999999991","15","1.8522036244488393"
"916","chr19:1270000-1840000","2.6691571797624175e-15","0.9999999999999978","12","1.841196849614238"
"917","chr19:44330000-45040000","6.2803698347351e-16","0.9999999999999996","15","2.0871279182271563"
"918","chr19:14690000-15170000","-4.082240392577815e-15","0.9999999999999968","11","1.5543092996887993"
"919","chr19:45170000-45890000","2.51214793389404e-15","0.999999999999998","15","1.6866591748386415"
"920","chr19:52340000-53470000","-3.454203409104305e-15","0.9999999999999972","24","2.5289673588864865"
"921","chr19:47780000-48290000","-7.065416064076987e-15","0.9999999999999943","11","1.7412320685410694"
"922","chr19:750000-1260000","2.9831756714991722e-15","0.9999999999999976","11","1.568151517318117"
"923","chr19:37790000-38240000","1.570092458683775e-16","0.9999999999999998","10","2.043185579318399"
"924","chr19:55620000-56140000","7.850462293418875e-16","0.9999999999999993","11","1.7331572855926234"
"925","chr19:49140000-49980000","-5.02429586778808e-15","0.999999999999996","18","1.7716823209297154"
"926","chr19:46400000-47080000","-5.9663513429983445e-15","0.9999999999999952","14","1.7049873333846604"
"927","chr19:13380000-13830000","-2.826166425630795e-15","0.9999999999999978","10","1.9931409656387018"
"928","chr19:57740000-59100000","-1.25607396694702e-15","0.999999999999999","28","2.545325397841446"
"929","chr19:1870000-2830000","8.16448078515563e-15","0.9999999999999936","20","2.0040259234158984"
"930","chr19:38370000-38860000","3.14018491736755e-15","0.9999999999999976","11","1.6885946810885608"
"931","chr19:56190000-56870000","1.4130832128153975e-15","0.9999999999999989","15","1.8597196984269733"
"932","chr19:33680000-34630000","-6.2803698347351e-16","0.9999999999999994","20","1.8643078194053595"
"933","chr19:16770000-17400000","-7.850462293418875e-16","0.9999999999999993","13","1.891151546309676"
"934","chr19:56920000-57600000","3.14018491736755e-15","0.9999999999999976","14","1.7639708699970944"
"935","chr19:35550000-36120000","-2.9831756714991722e-15","0.9999999999999977","12","1.8998024139420209"
"936","chr19:33080000-33600000","0.0","1.0","11","1.8368805012551603"
"937","chr19:33910000-34600000","-3.14018491736755e-15","0.9999999999999974","14","1.8741581755675"
"938","chr19:5040000-5590000","-1.0990647210786425e-15","0.9999999999999991","12","1.8249123095415727"
"939","chr19:17530000-18100000","3.2971941632359274e-15","0.9999999999999973","12","1.8006913798734896"
"940","chr19:38880000-39430000","-1.88411095042053e-15","0.9999999999999984","12","2.3557187020347006"
"941","chr19:18550000-19100000","6.2803698347351e-16","0.9999999999999996","11","2.0249495978620144"
"942","chr19:45390000-45890000","2.198129442157285e-15","0.9999999999999982","11","2.0206097731771564"
"943","chr19:52770000-53460000","2.0411201962889075e-15","0.9999999999999984","15","1.8897460264523085"
"944","chr19:30090000-30560000","-2.0411201962889075e-15","0.9999999999999983","11","1.6867131393575927"
"945","chr19:10990000-11640000","2.0411201962889075e-15","0.9999999999999984","14","1.6713734080343496"
"946","chr19:47200000-47750000","3.611212654972683e-15","0.9999999999999971","11","1.4730064101646774"
"947","chr19:4230000-4660000","-1.570092458683775e-15","0.9999999999999988","10","1.665356850540197"
"948","chr1:4000000-4670000","3.611212654972683e-15","0.9999999999999971","14","1.8885124536865427"
"949","chr1:71560000-72530000","-1.570092458683775e-16","0.9999999999999999","20","1.8791029899841765"
"950","chr1:208270000-209450000","2.826166425630795e-15","0.9999999999999978","24","1.8679009428790405"
"951","chr1:216910000-218360000","2.51214793389404e-15","0.999999999999998","30","1.8798848600306333"
"952","chr1:14370000-15420000","9.42055475210265e-16","0.9999999999999993","22","2.1880325994253034"
"953","chr1:17420000-19190000","2.51214793389404e-15","0.999999999999998","36","2.34749296623852"
"954","chr1:68990000-70220000","2.198129442157285e-15","0.9999999999999982","26","1.79368747147904"
"955","chr1:149840000-151240000","-9.42055475210265e-16","0.9999999999999992","29","2.520660612760076"
"956","chr1:95990000-97150000","0.0","1.0","24","1.8736527410090225"
"957","chr1:210010000-211420000","-2.51214793389404e-15","0.999999999999998","29","2.057053146847199"
"958","chr1:165560000-166540000","2.6691571797624175e-15","0.9999999999999978","20","1.936016756499125"
"959","chr1:210240000-211420000","0.0","1.0","25","2.091248139109427"
"960","chr1:163350000-165040000","-1.570092458683775e-15","0.9999999999999988","34","1.8410924567852343"
"961","chr1:224680000-225470000","3.14018491736755e-16","0.9999999999999998","17","1.9987210127076618"
"962","chr1:171550000-172530000","2.9831756714991722e-15","0.9999999999999976","20","1.9373216242681437"
"963","chr1:174200000-174960000","9.42055475210265e-16","0.9999999999999993","16","1.8637556163915547"
"964","chr1:223880000-224650000","-9.42055475210265e-16","0.9999999999999992","16","1.8458038343408907"
"965","chr1:160050000-161130000","0.0","1.0","22","1.9254095797674302"
"966","chr1:87580000-89060000","5.65233285126159e-15","0.9999999999999956","31","2.2913939629627684"
"967","chr1:178260000-179600000","-3.14018491736755e-16","0.9999999999999998","27","1.8726861810650692"
"968","chr1:89360000-90470000","-5.495323605393212e-15","0.9999999999999957","23","1.9455478950880896"
"969","chr1:180460000-181140000","7.850462293418875e-16","0.9999999999999993","14","1.91349653183789"
"970","chr1:8010000-8930000","6.2803698347351e-16","0.9999999999999996","19","2.0644793797948644"
"971","chr1:172650000-173940000","-6.437379080603478e-15","0.9999999999999949","26","1.988193548776862"
"972","chr1:172680000-174040000","-4.082240392577815e-15","0.9999999999999968","28","1.9751234043192418"
"973","chr1:178270000-179810000","-2.51214793389404e-15","0.999999999999998","32","1.8583672526002575"
