,tad,lambdan,p-value,n,max.lambdan
406,chr1:9650000-10520000,-1.234311304,0.217086925,10,2.097184719
407,chr20:40570000-41710000,0.765578376,0.443927215,13,2.027683103
408,chr20:6100000-7890000,-0.8472382,0.396862365,18,2.545203441
409,chr20:53310000-54800000,-0.302222871,0.76248217,15,1.955580326
410,chr20:37720000-39580000,-0.152505662,0.878788125,19,1.933387325
411,chr20:37730000-39340000,-0.039085108,0.968822534,17,1.871343249
412,chr20:11600000-12810000,-0.689699403,0.490383241,13,1.726598585
413,chr20:58590000-60500000,-1.20264951,0.22911198,20,2.372275811
414,chr20:30340000-31360000,-1.02877849,0.303583777,11,1.984580619
415,chr20:40350000-41990000,0.19944665,0.841913372,17,1.830642227
416,chr20:22290000-23320000,-0.447035695,0.654849288,12,1.709245091
417,chr20:35800000-37050000,-0.507088094,0.612093009,13,1.95755242
418,chr20:36180000-37040000,-0.426546925,0.669709363,10,1.769700253
419,chr20:14290000-15220000,-0.256798745,0.797334139,11,1.789765324
420,chr20:18570000-19650000,-1.387739474,0.165216391,12,2.176810707
421,chr20:10520000-11540000,0.493327173,0.621781432,11,1.764896475
422,chr20:46310000-47230000,0.066334729,0.947111335,10,1.55959683
423,chr20:24080000-24920000,-0.280404952,0.779166838,10,1.621882891
424,chr20:10660000-11530000,0.267294388,0.789242507,10,1.765158291
425,chr21:20130000-22180000,-0.4705284,0.637977549,21,1.99442029
426,chr21:22360000-24190000,-0.178191562,0.858572536,19,1.760652555
427,chr21:28140000-30130000,0.628471412,0.529695168,21,1.821557123
428,chr21:41330000-42470000,-0.053207539,0.957566549,12,1.668825936
429,chr21:41110000-42470000,-0.017951556,0.9856775,14,1.640267445
430,chr21:35020000-36010000,-0.320382755,0.748678196,11,1.731676949
431,chr21:40890000-42490000,-0.276322865,0.782300095,17,1.81060977
432,chr21:46360000-47380000,0.378064466,0.705382705,11,1.751474992
433,chr21:33990000-34900000,0.140791704,0.888034497,10,1.769734308
434,chr21:45750000-48100000,-1.059552842,0.289348077,24,2.446028984
435,chr21:37490000-38330000,-0.617398528,0.536971893,10,1.85785805
436,chr21:31370000-32450000,0.306329473,0.759353801,12,2.001506449
437,chr21:36060000-37410000,1.402255972,0.160838823,15,2.380922847
438,chr22:18880000-19930000,-1.640172999,0.100969202,12,2.108279704
439,chr22:33620000-35640000,-0.002996695,0.997608987,21,2.558916139
440,chr22:29710000-31720000,-0.279522341,0.779843995,21,1.922304892
441,chr22:25460000-26780000,-0.343515263,0.73121086,14,1.722961398
442,chr22:42060000-43530000,0.30147486,0.763052417,16,1.95052017
443,chr22:50150000-51230000,0.040663572,0.967564103,12,1.676447482
444,chr22:43590000-45150000,0.192097733,0.847665651,17,1.81354849
445,chr22:42060000-43000000,0.210236939,0.83348275,10,1.805867044
446,chr22:27130000-28180000,0.514615473,0.606821751,11,2.016300655
447,chr22:36920000-37920000,-0.108770073,0.913384862,11,1.664697686
448,chr22:47600000-48900000,-0.220425334,0.825539917,13,1.872465362
449,chr22:34530000-35620000,0.2593917,0.795333033,12,1.802038644
450,chrX:62470000-64740000,-0.84259237,0.39945646,24,2.085451844
451,chrX:144430000-146910000,-0.006549132,0.994774586,26,1.934613685
452,chrX:120770000-122170000,0.33826902,0.735160468,15,1.795828196
453,chrX:22070000-23430000,-0.519012343,0.603752134,15,1.799739567
454,chrX:43770000-45090000,2.120875392,0.03393229,14,2.612714625
455,chrX:65990000-67310000,-0.083303981,0.933609835,15,1.714699944
456,chrX:2800000-3740000,-0.033893748,0.972961879,10,1.707368056
457,chrX:112310000-113330000,-0.075299657,0.939976294,11,1.577886396
458,chrX:21970000-23650000,-0.110760941,0.911805919,18,1.644687599
459,chrX:137840000-139090000,0.483720882,0.628583971,13,1.998580064
460,chrX:33400000-34340000,0.716385409,0.473753402,10,1.877074409
461,chrX:75490000-76640000,0.180507168,0.856754427,13,1.775589094
462,chrX:38500000-40390000,0.148786441,0.88172215,19,1.822297758
463,chrX:20540000-21740000,-0.101797867,0.918917119,13,1.615458655
464,chrX:20550000-21530000,0.237051511,0.812616829,11,1.559752014
465,chrX:32380000-33350000,-0.924632457,0.355157124,11,1.936504418
466,chrX:14060000-15300000,-0.476375573,0.633806834,13,1.752858512
467,chrX:64750000-65960000,0.099953761,0.920381035,13,1.959082452
468,chrX:41630000-43420000,0.079245269,0.936837538,19,1.928837008
469,chrX:106100000-107330000,0.405475819,0.68512779,13,1.769033906
470,chrX:45180000-46260000,1.294424565,0.19551881,12,1.972240871
471,chrX:67710000-68610000,0.444460158,0.656709928,10,1.819091608
472,chrX:110940000-112190000,-0.19445098,0.845822775,13,1.662826774
473,chrX:15690000-16720000,0.187213156,0.85149351,12,1.940765388
474,chrX:73790000-74870000,0.620678416,0.534811234,12,1.608861733
475,chrX:136290000-137140000,-0.353218316,0.723924778,10,1.691481081
476,chrX:18400000-19360000,-0.166570984,0.867707626,10,1.750181164
477,chrX:8780000-9740000,0.218304028,0.827192236,11,1.756538824
478,chrX:95930000-96970000,-0.242100399,0.808702369,11,1.732146204
479,chrX:39110000-40380000,0.32119833,0.748060098,13,1.832276649
480,chrX:77790000-78700000,0.053637445,0.957224022,10,1.632578764
481,chr2:15770000-16690000,0.429554244,0.667519927,10,1.96805465
482,chr2:103440000-105580000,-0.995549249,0.319469204,22,1.933341644
483,chr2:228750000-230550000,-0.67519622,0.499551108,19,1.890685145
484,chr2:129540000-130640000,0.455448955,0.648786283,12,1.811652925
485,chr2:133010000-134410000,-0.704127909,0.481353121,15,1.685186107
486,chr2:66610000-68250000,-1.284872903,0.198836701,17,2.225978066
487,chr2:164140000-165280000,-0.308331687,0.757829957,12,1.794109341
488,chr2:29050000-30300000,-1.338294442,0.180800473,13,2.281670006
489,chr2:129440000-130620000,0.692846729,0.488405743,13,1.939723232
490,chr2:29150000-30300000,-1.192457568,0.233081879,12,2.231667023
491,chr2:203240000-204730000,1.076234543,0.281822375,16,2.10503821
492,chr2:129470000-130460000,0.492382662,0.622448853,11,1.956618839
493,chr2:237170000-238320000,-0.3673379,0.713366987,13,1.701274025
494,chr2:37310000-38990000,0.238288414,0.811657407,17,2.061160866
495,chr2:172400000-173580000,0.761361613,0.446441109,12,2.135254609
496,chr2:105940000-107200000,0.998158961,0.318202283,13,2.068554748
497,chr2:133000000-134590000,-0.467798345,0.639928804,16,1.711343106
498,chr2:164000000-165370000,-0.195599441,0.844923698,14,1.904569579
499,chr2:107240000-108430000,0.59340771,0.55290833,13,1.719959289
500,chr2:201720000-203120000,-1.459326401,0.144475292,15,2.217620645
501,chr2:166190000-167020000,-0.00304396,0.997571275,10,1.758281597
502,chr2:156810000-158090000,0.135783176,0.891992691,13,1.844733136
503,chr2:220570000-222840000,-0.627419299,0.53038442,24,1.99041942
504,chr2:62660000-64100000,-0.294390726,0.768459353,15,2.030218625
505,chr2:170290000-171760000,0.783773324,0.433173129,16,2.135916035
506,chr2:37360000-38760000,0.641497334,0.521199613,15,2.071951929
507,chr2:226540000-227970000,0.719801765,0.471647058,15,2.172108109
508,chr2:34230000-35360000,0.023709229,0.981084544,12,1.694526971
509,chr2:129080000-130640000,0.084323997,0.932798834,17,1.850239972
510,chr2:118770000-120060000,-0.632630874,0.526974721,14,1.838915863
511,chr2:137190000-138600000,0.048904602,0.960995321,15,1.818565059
512,chr2:199170000-200470000,-0.227746254,0.819843512,14,1.927571183
513,chr2:204930000-206810000,0.740762102,0.458837697,20,1.901726265
514,chr2:207020000-208390000,-0.338791534,0.734766779,14,1.73286634
515,chr2:189380000-190290000,0.102457284,0.918393717,10,1.746016612
516,chr2:217550000-218590000,1.223902158,0.22098914,11,2.064936941
517,chr2:73450000-74820000,0.415104853,0.678065147,15,1.750635103
518,chr2:190510000-191690000,-1.033850005,0.30120629,12,2.124077632
519,chr2:64200000-65270000,-0.237203079,0.812499248,11,1.527952961
520,chr2:150450000-152100000,1.249564171,0.211458798,17,1.857658163
521,chr2:101930000-103110000,-0.540587016,0.588792269,13,1.880358935
522,chr2:239910000-240940000,-0.188229374,0.850696847,11,1.738052046
523,chr2:191900000-193050000,0.08649101,0.931076102,12,1.655243757
524,chr2:44220000-45780000,-0.164571858,0.869280983,16,2.128719007
525,chr2:36060000-36990000,0.28515307,0.775526873,10,1.554574162
526,chr2:122700000-124250000,-0.276581573,0.782101415,16,2.003933035
527,chr2:173800000-175260000,1.030801358,0.302633981,15,2.22733828
528,chr2:170790000-171750000,0.632247657,0.527225061,11,1.94737547
529,chr2:219040000-220250000,-0.043323652,0.965443538,13,1.815234677
530,chr2:241780000-243080000,0.283018406,0.777162728,14,2.032637982
531,chr2:84650000-85540000,1.62682949,0.103773316,10,2.199825804
532,chr2:180960000-181830000,0.951866503,0.34116469,10,2.033736588
533,chr2:190510000-191860000,-0.231250463,0.817120229,14,2.021774985
534,chr2:197610000-198640000,0.557267639,0.577344583,11,1.938871102
535,chr2:226580000-227680000,-0.110512558,0.912002891,12,1.907041111
536,chr2:62660000-63800000,-0.761453486,0.446386251,12,2.119701649
537,chr2:9280000-10840000,0.607337345,0.543627059,17,2.080472265
538,chr2:160920000-161900000,0.161738351,0.871511903,10,1.64263099
539,chr2:60970000-62110000,1.652034219,0.098527575,13,2.299119617
540,chr2:44220000-45190000,-0.076899736,0.938703307,10,1.528532064
541,chr2:71750000-72970000,-0.475494068,0.63443486,13,1.822550195
542,chr2:212580000-213440000,-0.052968475,0.957757026,10,1.740488075
543,chr2:68290000-69180000,-0.442723434,0.65796579,10,1.871342691
544,chr2:21630000-22510000,-0.181893902,0.85566599,10,1.724653967
545,chr2:155260000-156170000,0.539398861,0.589611667,10,1.985900982
546,chr2:13190000-14680000,1.184243089,0.23631685,16,2.50833276
547,chr2:134620000-135670000,0.54304194,0.587100927,11,1.848668395
548,chr2:7220000-8910000,-3.021055918,0.002518948,18,2.721944446
549,chr2:9540000-10830000,-0.546200987,0.584927788,14,1.889631686
550,chr2:127830000-128990000,0.53896605,0.58991028,12,1.959055236
551,chr2:45830000-47130000,0.346241742,0.729161047,14,1.904924956
552,chr2:69580000-70520000,0.229073845,0.818811521,11,1.695177373
553,chr2:147770000-148670000,0.61838348,0.536322585,10,1.923707875
554,chr2:32960000-33830000,0.294617498,0.768286094,10,1.837306485
555,chr2:11930000-13150000,0.111957355,0.910857219,13,1.698593313
556,chr2:144240000-145380000,-0.477433827,0.633053231,12,1.850128163
557,chr2:203230000-204320000,-0.043241203,0.96550926,12,1.668866585
558,chr2:700000-1780000,-0.160559313,0.872440503,11,1.827246844
559,chr2:230630000-231670000,0.893381169,0.371653083,11,1.918225669
560,chr2:75940000-76860000,0.346278523,0.729133407,10,1.913332719
561,chr2:138630000-139580000,0.588457507,0.556225248,10,2.022257777
562,chr2:202090000-203100000,-0.999457741,0.317573001,11,2.086107623
563,chr2:235460000-236560000,0.018837198,0.98497098,12,1.748507621
564,chr2:46200000-47130000,0.475536482,0.634404637,10,1.841735096
565,chr2:221530000-222450000,0.452508912,0.650902402,10,1.662652038
566,chr3:79540000-81280000,-0.060035838,0.952127092,18,1.633243704
567,chr3:165570000-167060000,0.401378529,0.688141455,16,1.617925935
568,chr3:20380000-22010000,-0.078609935,0.937342885,18,1.882780437
569,chr3:84510000-85670000,0.420687084,0.673983594,12,1.773859361
570,chr3:57090000-58470000,0.929027717,0.352874722,15,1.888793413
571,chr3:77470000-78680000,0.405085652,0.685414553,13,1.732301047
572,chr3:185440000-186490000,0.112121632,0.910726966,11,1.899296432
573,chr3:155680000-156950000,1.387963194,0.165148253,14,2.160571602
574,chr3:64520000-65630000,0.921428823,0.356826586,12,2.076852854
575,chr3:103930000-105080000,0.881597473,0.377994522,12,2.116787488
576,chr3:74210000-75190000,-0.179347304,0.857665006,10,1.540781186
577,chr3:56620000-58280000,0.89463378,0.370982888,17,1.948630249
578,chr3:132400000-133650000,-0.140883374,0.887962077,13,1.897979861
579,chr3:102360000-103500000,0.091200049,0.927333636,12,1.456850905
580,chr3:134310000-135290000,-0.417877777,0.676036481,10,1.944006463
581,chr3:186930000-188870000,0.1367706,0.891212123,20,1.808546871
582,chr3:64510000-65730000,0.303727555,0.761335464,13,1.805781603
583,chr3:169480000-170580000,1.183354525,0.236668672,12,2.175655965
584,chr3:132420000-133830000,-0.118992959,0.905280934,15,1.849978943
585,chr3:56630000-58150000,0.67299444,0.500950828,16,1.962224519
586,chr3:16600000-17900000,0.576158992,0.56450772,13,2.010927494
587,chr3:147030000-148270000,-1.088565563,0.27634551,13,1.934755965
588,chr3:188930000-190180000,-0.48496314,0.627702493,13,2.138741138
589,chr3:107230000-108300000,0.145621,0.884220589,11,1.869729589
590,chr3:54790000-56520000,-0.231566293,0.81687489,19,1.818363795
591,chr3:113840000-115550000,2.471939234,0.013438236,18,2.599321692
592,chr3:190780000-192170000,0.350482236,0.725976819,15,1.8188569
593,chr3:170610000-172470000,0.857418238,0.391213783,19,1.922530868
594,chr3:57080000-58280000,1.13148604,0.257850576,13,2.003542472
595,chr3:19070000-20230000,0.676722759,0.498581874,13,2.126332403
596,chr3:154040000-155450000,2.1083107,0.035004123,15,2.373310896
597,chr3:151640000-152670000,0.318228894,0.750311317,11,1.887364215
598,chr3:55440000-56340000,0.326575039,0.743989326,10,1.657288544
599,chr3:50400000-51960000,0.162343572,0.871035304,16,2.125728966
600,chr3:132430000-133380000,-0.508284112,0.611254111,10,1.852413554
601,chr3:1050000-2090000,0.444051168,0.657005591,11,1.778944504
602,chr3:16300000-17290000,-0.561922422,0.574168876,10,1.955636538
603,chr3:100020000-101390000,-0.621152745,0.534499128,14,1.767045928
604,chr3:134300000-135640000,-1.184167568,0.236346738,14,2.237103223
605,chr3:51980000-53290000,-0.238600759,0.811415176,14,1.939865244
606,chr3:171560000-172410000,0.06527019,0.947958876,10,1.733243005
607,chr3:42930000-44330000,0.21335785,0.831047854,15,1.860340713
608,chr3:66980000-67910000,0.440903432,0.659282909,11,1.828393943
609,chr3:191130000-192170000,0.244057366,0.807186391,11,1.755234467
610,chr3:139130000-140630000,-0.028856511,0.97697903,16,1.645703611
611,chr3:174620000-175670000,0.33488906,0.737708775,11,1.835805141
612,chr3:121220000-122420000,-0.642755654,0.520382662,13,2.019129069
613,chr3:137890000-139100000,0.413186595,0.679469909,13,1.704302813
614,chr3:158540000-159520000,0.70658386,0.479825122,11,2.026259716
615,chr3:40360000-41920000,-0.911805525,0.361871102,17,1.979575278
616,chr3:4350000-5240000,-0.089499913,0.928684623,10,1.645220668
617,chr3:70570000-71720000,0.012807792,0.989781139,13,1.79375387
618,chr3:187430000-188760000,-0.457948666,0.646989322,14,1.947177008
619,chr3:154040000-155050000,1.872139065,0.061187367,11,2.359633893
620,chr3:182550000-183580000,-1.171572278,0.241368824,11,2.216428995
621,chr3:28830000-29990000,0.036653857,0.970761,12,1.673761423
622,chr3:58600000-59880000,-0.71571305,0.474168551,13,1.959953525
623,chr3:152710000-153740000,1.377430253,0.168379265,11,2.198825597
624,chr3:81510000-82570000,0.289485154,0.77221014,11,1.852592741
625,chr3:192210000-193290000,0.671611351,0.50183115,11,1.770854601
626,chr3:87300000-88230000,-0.829304178,0.406932307,10,1.636892727
627,chr3:130750000-131940000,-0.462185075,0.643948605,13,1.921566892
628,chr3:71890000-72890000,0.133963834,0.893431173,11,1.656090269
629,chr3:88250000-89170000,-0.475615217,0.634348532,10,1.646775723
630,chr3:5260000-6900000,0.738212427,0.460385372,17,2.045771819
631,chr3:23010000-23990000,0.127903757,0.898225138,10,1.581078279
632,chr3:96580000-97440000,0.392864354,0.694419671,10,1.780412457
633,chr3:136790000-137690000,0.333591712,0.738687673,10,1.920063285
634,chr3:181400000-182400000,0.327854957,0.743021332,10,1.833912231
635,chr3:116480000-117440000,-0.368612129,0.712416854,11,1.984217605
636,chr3:3240000-4320000,0.242526527,0.808372205,12,1.885659516
637,chr3:123350000-124270000,-0.180065147,0.857101424,10,1.659839572
638,chr3:160280000-161160000,0.342834952,0.73172263,10,1.699498828
639,chr3:139650000-140610000,0.543329537,0.586902931,11,1.778878811
640,chr3:179470000-180320000,-0.8578509,0.3909748,10,1.756570963
641,chr3:105370000-106340000,-0.909719777,0.362970312,11,2.085125384
642,chr3:126360000-127260000,-1.767136385,0.07720539,10,2.275961797
643,chr3:135770000-136740000,0.447941839,0.654195172,11,1.92728768
644,chr4:44730000-46690000,0.076841665,0.938749505,20,1.74751822
645,chr4:18680000-20250000,-0.044896682,0.964189662,17,1.777961437
646,chr4:171890000-173080000,-0.836347285,0.402959559,13,2.029668195
647,chr4:187210000-190910000,-1.465818501,0.142697739,38,2.179682461
648,chr4:4380000-5950000,-0.379653646,0.704202533,17,1.939419384
649,chr4:120990000-122270000,0.4428927,0.657843348,14,1.836785243
650,chr4:171880000-172900000,-0.441481165,0.658864694,11,1.941963606
651,chr4:115970000-117080000,0.021373994,0.982947319,12,1.823678112
652,chr4:25840000-27040000,-0.159903655,0.87295697,13,1.612325417
653,chr4:123960000-125220000,1.333583675,0.182340336,14,2.192632856
654,chr4:148950000-150200000,-0.141686639,0.887327529,13,1.716680526
655,chr4:162150000-163090000,0.243060284,0.807958697,10,1.87413247
656,chr4:104900000-106660000,0.638286925,0.523286921,18,1.822930207
657,chr4:13630000-15210000,1.814962468,0.069529678,17,2.531480227
658,chr4:22930000-24430000,-0.200919539,0.840761489,16,1.857906853
659,chr4:90100000-91220000,-0.166638837,0.867654233,12,1.80339088
660,chr4:24460000-25380000,1.203396239,0.228823023,10,2.075006171
661,chr4:140490000-141830000,-0.774672972,0.438532926,15,2.168073039
662,chr4:21780000-22760000,-0.053927771,0.956992711,11,1.956904561
663,chr4:70510000-71420000,-0.022882864,0.981743709,10,1.813796804
664,chr4:74140000-75010000,0.382536849,0.702063202,10,1.911368589
665,chr4:52680000-55160000,-0.842052232,0.399758718,26,2.563724836
666,chr4:85980000-86980000,0.232718501,0.815980002,11,1.812871857
667,chr4:122740000-123860000,0.65726237,0.511012228,12,1.912191921
668,chr4:84570000-85460000,0.098354792,0.921650571,10,1.571368901
669,chr4:121000000-122030000,0.616065947,0.537850996,11,1.628284102
670,chr4:78850000-79850000,-0.203073147,0.83907786,11,2.030254987
671,chr4:36350000-37410000,0.06569285,0.947622365,12,1.856795104
672,chr4:125290000-126200000,-0.258846244,0.795753876,10,1.747661839
673,chr4:129080000-130050000,0.533443304,0.593726748,11,1.92125001
674,chr4:17510000-18610000,1.487184509,0.136966086,12,2.198580169
675,chr4:41940000-42890000,1.247597549,0.212178477,10,2.122147361
676,chr4:16280000-17470000,1.329828923,0.183574644,13,2.143337714
677,chr4:156880000-157980000,-0.531430178,0.595120714,12,1.889057776
678,chr4:10560000-11470000,0.333833331,0.73850533,10,1.593376247
679,chr4:112980000-113890000,0.677941601,0.497808722,10,1.990400652
680,chr4:138920000-139840000,-0.581668705,0.560789855,10,1.958826532
681,chr4:167080000-167930000,0.474729987,0.634979441,10,1.840874438
682,chr4:77070000-78140000,-0.058293231,0.953515059,12,1.664344749
683,chr4:152030000-153280000,-0.254884803,0.798812074,13,1.770660522
684,chr4:53870000-55130000,0.578493582,0.562930929,14,2.078199385
685,chr4:145070000-146000000,-0.638435706,0.523190094,10,1.965010674
686,chr4:53870000-54770000,-0.107827811,0.914132281,10,1.90322018
687,chr4:7140000-8100000,-0.568882854,0.569435642,10,1.919826013
688,chr4:4990000-5840000,-0.329606494,0.741697315,10,1.488355107
689,chr5:2090000-4840000,0.054826315,0.956276836,29,1.9244795
690,chr5:98430000-99740000,0.551102851,0.581563171,14,1.883536329
691,chr5:165010000-166540000,1.599433595,0.109724293,16,2.348719632
692,chr5:116760000-118180000,1.020955158,0.307275685,15,2.247075885
693,chr5:147300000-148560000,0.013803942,0.988986398,13,1.801986092
694,chr5:122990000-125020000,1.322944861,0.185853715,22,2.301976504
695,chr5:116870000-118180000,0.63730472,0.523926377,14,2.07246754
696,chr5:121780000-122710000,0.382121297,0.702371395,11,1.672075761
697,chr5:72870000-73980000,-0.355600274,0.722139939,12,2.015852218
698,chr5:121510000-122740000,0.306335567,0.759349162,13,1.747766919
699,chr5:15070000-16440000,0.582240694,0.560404567,15,2.045377003
700,chr5:147230000-148660000,0.080804611,0.935597341,15,1.831207635
701,chr5:120140000-121280000,0.450393276,0.652426892,12,1.728764643
702,chr5:158640000-159810000,0.22222976,0.824135028,13,2.047645358
703,chr5:141030000-142080000,-0.074276699,0.940790217,11,1.627270759
704,chr5:121780000-122970000,0.991697172,0.321345271,13,1.963746223
705,chr5:157430000-158570000,-0.528488961,0.597160007,12,1.998352506
706,chr5:125670000-126840000,0.476253941,0.633893475,13,1.97503984
707,chr5:39570000-40750000,-0.260886017,0.794180408,13,1.692591859
708,chr5:143580000-145010000,-0.708570747,0.478590895,16,1.82739017
709,chr5:149820000-151150000,0.723746408,0.469221436,14,2.039010811
710,chr5:155320000-156560000,0.139008114,0.889443737,13,1.730253582
711,chr5:112960000-114410000,-0.524583039,0.59987308,16,1.839342283
712,chr5:96530000-98170000,0.127731228,0.898361676,17,2.271818346
713,chr5:13960000-15020000,0.557795132,0.576984287,12,1.796378697
714,chr5:5430000-6750000,0.991500997,0.321441006,14,2.124945462
715,chr5:101900000-102840000,-0.032706928,0.973908299,10,1.725587399
716,chr5:173810000-174870000,0.114430203,0.908896773,11,1.697335176
717,chr5:151900000-153340000,0.225784837,0.821368771,15,1.745496809
718,chr5:55530000-56570000,-0.968871218,0.332609448,11,2.078974551
719,chr5:129240000-130460000,0.592560298,0.553475456,13,1.935226293
720,chr5:143580000-144750000,-0.501204803,0.616226994,13,1.608131498
721,chr5:94950000-96020000,0.004872237,0.996112533,12,1.53592789
722,chr5:142290000-143360000,0.504995214,0.613562198,12,2.012426497
723,chr5:87030000-87980000,0.09990599,0.920418961,10,1.857316774
724,chr5:153350000-154330000,-0.912546664,0.361481017,11,2.035953242
725,chr5:56590000-57760000,0.673353218,0.500722603,13,1.857774765
726,chr5:161520000-162850000,0.705267065,0.480644052,14,2.182444534
727,chr5:125930000-126830000,0.33145864,0.740298077,10,1.707578646
728,chr5:171870000-172760000,0.633014392,0.526724244,10,1.864942059
729,chr5:177670000-178930000,0.312868256,0.754380756,14,1.831722904
730,chr5:52440000-53530000,0.465194829,0.641791941,12,1.706264036
731,chr5:107780000-108820000,0.775880137,0.437819762,12,2.075530551
732,chr5:15090000-16050000,-0.133429039,0.893854081,11,1.805483907
733,chr5:76140000-77580000,0.676470959,0.498741678,15,2.19017884
734,chr5:159860000-161100000,0.287101032,0.774034962,13,1.994996536
735,chr5:76370000-77580000,0.526523468,0.59852455,13,2.054552648
736,chr5:35030000-35950000,-0.379069751,0.704636068,10,1.572261522
737,chr5:162950000-163950000,-0.627158267,0.530555496,11,1.908867306
738,chr5:81610000-82870000,-0.216644029,0.82848577,13,1.821569052
739,chr5:133340000-134240000,0.120069567,0.90442804,10,1.741903685
740,chr5:115430000-116330000,-0.547719396,0.583884592,10,1.926383256
741,chr5:6860000-7840000,-0.259380782,0.795341456,11,1.840597505
742,chr5:148710000-149760000,0.301883314,0.762741016,11,1.597796236
743,chr5:88010000-89690000,0.591904135,0.553914785,17,2.270089081
744,chr5:123730000-124830000,-1.240378373,0.214835476,12,2.246285333
745,chr5:66520000-67550000,-0.172126899,0.863337766,11,1.720019259
746,chr5:168080000-169000000,0.445344689,0.656070677,10,1.580180532
747,chr6:117630000-119170000,1.452543118,0.146350649,16,2.290401801
748,chr6:53940000-55060000,0.064058958,0.948923281,12,1.952820095
749,chr6:47800000-49370000,0.607732369,0.543364991,16,2.246149665
750,chr6:20180000-21590000,-0.103660069,0.917439116,15,2.019322147
751,chr6:142790000-143780000,-0.473708582,0.635707732,11,1.742736114
752,chr6:33560000-35230000,0.009034335,0.992791741,18,1.927477167
753,chr6:33430000-35240000,0.119354964,0.904994139,19,1.91277849
754,chr6:136910000-138360000,1.455045595,0.145656639,15,2.372657944
755,chr6:56200000-57200000,0.641312132,0.521319908,10,2.094673181
756,chr6:148840000-149860000,-0.696599916,0.486053209,11,1.899808291
757,chr6:124070000-125170000,-0.480062639,0.631182853,12,1.854306581
758,chr6:140330000-141950000,0.206366483,0.83650465,17,1.787458269
759,chr6:100300000-101270000,0.595099497,0.551776965,10,2.021945933
760,chr6:38850000-41010000,-2.912103193,0.00359004,23,2.642343763
761,chr6:150130000-151700000,0.319107535,0.74964497,16,2.038512768
762,chr6:13830000-15640000,0.776626785,0.437378994,19,2.336038185
763,chr6:53810000-55080000,0.004784478,0.996182554,13,1.919583933
764,chr6:8950000-10440000,0.222505705,0.823920233,16,1.909610904
765,chr6:18590000-20060000,0.820673124,0.411832484,16,1.979889002
766,chr6:158580000-159560000,-0.092629988,0.926197519,11,1.649702727
767,chr6:137270000-138350000,0.314251121,0.753330319,12,1.929703193
768,chr6:87770000-89660000,0.806755257,0.419807501,20,2.358326067
769,chr6:96940000-97860000,-0.038792885,0.969055518,10,1.684908086
770,chr6:133240000-134220000,-0.566002759,0.571391905,11,1.917050938
771,chr6:153330000-154400000,0.454243272,0.649653741,11,1.811725674
772,chr6:74440000-75930000,-0.093131601,0.925799012,16,1.760979596
773,chr6:5110000-6580000,0.604803788,0.545309377,15,2.053186122
774,chr6:50760000-51910000,-0.401040518,0.688390293,13,1.841475314
775,chr6:86410000-87690000,-0.07847517,0.937450081,13,1.630926515
776,chr6:126310000-127470000,-0.974208302,0.329953123,12,2.148077636
777,chr6:55130000-56150000,0.788645698,0.430319114,11,1.786526597
778,chr6:23010000-24260000,0.317699275,0.750713061,13,1.904483067
779,chr6:14160000-15630000,-0.887822818,0.374636067,16,2.447527369
780,chr6:84980000-86030000,-0.103174697,0.917824321,12,2.028973396
781,chr6:25150000-26010000,-0.013864444,0.988938128,10,1.815441295
782,chr6:37280000-38740000,1.405301208,0.159931729,16,2.273214814
783,chr6:88520000-89630000,-0.292186764,0.770143831,12,2.057600406
784,chr6:144860000-146040000,0.231445794,0.816968492,13,1.638946456
785,chr6:150190000-151180000,0.002474007,0.99802603,11,1.651457272
786,chr6:5410000-6580000,1.44545143,0.148331126,12,2.307962114
787,chr6:75060000-75920000,0.508952571,0.610785469,10,1.735414332
788,chr6:44420000-45910000,0.097657925,0.922203927,16,2.064043527
789,chr6:151820000-152710000,-0.711297613,0.47689983,10,1.821414201
790,chr6:11580000-12620000,-1.036268671,0.300076818,12,2.137775333
791,chr6:108280000-109410000,0.941921199,0.346232986,13,1.966052124
792,chr6:1560000-2720000,-0.047925197,0.961775858,13,1.66371922
793,chr6:30410000-31450000,0.706848738,0.479660483,11,2.050887435
794,chr6:109810000-110760000,0.462272884,0.643885643,10,1.872520105
795,chr6:34130000-35220000,0.523069576,0.600925836,12,2.026335077
796,chr6:21600000-22890000,0.522153359,0.601563557,13,2.101734177
797,chr6:105870000-106760000,0.589822741,0.555309495,10,1.778963002
798,chr6:20550000-21580000,0.276101306,0.782470258,11,1.867729243
799,chr7:51460000-54740000,0.116136399,0.907544442,34,2.129842477
800,chr7:152590000-154260000,-0.310727321,0.756007926,18,1.834479556
801,chr7:13400000-14600000,0.578882067,0.562668751,12,1.905536371
802,chr7:31170000-32510000,-0.346906986,0.728661198,15,1.67540314
803,chr7:149500000-150740000,0.203227222,0.838957437,13,1.567146003
804,chr7:103070000-104500000,0.10806384,0.913945052,15,1.72207433
805,chr7:23580000-24780000,0.155654414,0.876305431,13,1.937926702
806,chr7:144730000-145820000,0.769364149,0.441677165,12,1.872822329
807,chr7:154640000-155570000,-0.263419731,0.792227084,10,1.814065932
808,chr7:36430000-37920000,1.116199233,0.264336863,16,1.935678714
809,chr7:121710000-123060000,-0.11817469,0.905929244,14,1.930340961
810,chr7:140200000-141490000,-0.188997151,0.85009505,13,1.790238092
811,chr7:112150000-113070000,0.663631544,0.506926163,10,1.939834731
